"Al","Ba","Ca","Cr","Fe","K","Mg","Mn","Na","Nb","P","Si","Sr","Ti","V","Y","Zn","Zr","LOI"
27839,420,3309,32,7694,14469,1689,441,4896,8,698,403353,88,2056,31,18,41,247,3.46
8150,77,850,29,2588,3254,302,139,1039,3,362,442525,16,606,17,7,18,64,2.42
65098,514,7940,49,34482,18388,7357,922,15134,17,1039,304022,140,4478,66,24,106,329,9.71
51549,504,13972,34,13989,13540,3558,279,15579,8,1095,220865,209,2158,57,33,31,125,33.86
60229,300,96056,57,32803,14137,4402,604,1410,15,476,228624,207,3615,78,42,84,309,17.69
61181,374,38337,302,37769,9929,21649,759,2151,16,480,265178,123,3801,89,27,71,241,14.62
39747,346,5153,38,13849,15623,1508,201,1484,10,463,374325,49,2518,43,22,36,272,6.6
50755,218,99558,132,27907,12950,8382,798,3338,12,2440,205767,391,2890,80,26,166,131,23.35
47580,325,5853,88,23431,15366,4282,1046,8606,17,1383,354179,86,4688,64,40,59,543,5.79
32972,331,4710,51,13499,13996,2653,441,4154,12,707,381570,69,3183,43,26,33,410,5.91
80234,697,9427,105,56724,26407,15498,1162,12612,18,842,246200,148,4988,128,27,148,169,13.71
70073,690,18268,57,34202,19293,8443,573,26262,12,1597,293365,272,4520,98,24,47,318,7.74
52343,420,2487,74,24130,16138,4643,589,6973,14,807,347167,69,4203,70,30,64,395,7.16
80499,368,1915,83,43085,18919,6754,898,2522,20,1296,267889,40,4796,139,31,93,215,15.8
15401,201,1465,25,4476,8376,663,163,2893,6,406,430184,36,1331,13,11,23,283,2.22
82881,473,6211,116,40427,23394,13267,1293,7567,16,930,272096,86,4292,138,34,144,171,11.89
49750,331,3309,42,17066,12054,3075,279,8606,8,388,376055,55,3453,56,31,35,261,3.22
35777,392,4610,42,14338,16860,3015,519,6157,10,550,384562,86,2824,44,21,40,329,4.03
57477,428,8534,32,21473,21451,3256,534,20475,14,781,337584,166,3795,52,20,39,327,5.65
47580,451,7168,66,20633,19467,4643,573,6973,17,698,352870,107,4101,58,35,57,578,6.27
65786,379,6096,326,35042,15623,8322,1038,6603,18,1170,311922,93,5677,107,38,87,304,9.12
67638,341,39216,114,36510,19093,14111,759,7641,17,973,266393,147,4173,106,28,93,178,12.42
89973,572,3974,75,48331,28532,13508,867,12908,19,999,277986,70,5491,102,40,114,208,6.98
68220,419,4210,84,33293,18338,4945,1433,6677,20,812,320149,109,5557,92,40,72,384,7.72
61287,338,65910,83,29796,13648,6392,697,10238,10,484,260737,151,3273,93,21,56,150,13.96
46151,391,4331,79,20074,16229,4040,604,6825,14,585,357731,91,4424,62,37,43,552,6.48
76741,562,7919,39,20214,21609,3618,1386,9941,20,415,302760,141,2944,55,28,50,245,11.14
46839,302,97843,73,23991,12303,20805,612,7048,12,663,230401,167,4209,64,35,51,354,17.53
38529,459,137937,88,20563,10584,16282,883,6751,10,668,203757,368,2314,52,24,52,139,20.88
40117,380,7676,66,18465,15134,4282,488,4748,13,515,351795,144,3807,55,31,39,501,9.19
20164,204,6146,34,6435,8667,1508,132,2596,8,458,390545,66,2032,26,16,39,276,8.56
65045,360,34034,82,27628,24523,9528,914,3561,31,1274,269712,163,4286,83,31,125,423,14.65
46204,280,4052,74,23921,11439,4402,1193,6083,15,956,355581,64,4448,81,30,59,358,6.92
30697,355,4124,12,7274,18330,1628,178,5786,6,633,389330,84,1487,22,17,21,263,5.44
74995,405,2602,29,18745,34044,4824,426,12686,14,1078,327675,70,2488,38,27,71,166,5.26
64410,321,57240,100,34062,24132,10493,960,2671,17,1126,236477,140,3873,93,29,65,253,17.82
70443,470,13844,159,36440,15183,11397,426,16692,10,676,287428,118,4298,106,17,33,187,10.81
76530,486,2101,89,41686,20488,9649,581,3932,14,1405,276210,41,6241,106,31,133,234,13.9
40911,415,5696,65,16087,17790,3196,503,6009,15,668,367127,88,3945,48,35,37,579,5.98
29744,246,116496,121,20913,8501,24242,565,4525,10,829,210722,230,2572,50,20,60,172,23.17
12596,143,13479,16,4057,5363,724,101,1706,6,249,412281,58,1157,19,13,14,200,5.49
125432,1177,3066,75,66236,14528,5970,1572,1632,41,2021,207403,204,6589,242,55,129,510,16.74
54089,640,12807,32,18115,19210,4583,256,20920,6,690,338005,222,1625,38,13,22,162,6.48
71131,571,9470,92,36790,18529,7176,689,5193,17,1287,279014,171,4340,122,36,142,167,14.61
53454,293,133935,108,28607,14561,9106,767,3264,15,1065,177487,176,2986,87,31,88,183,23.89
51867,440,7326,81,24690,18330,5608,658,5861,15,642,331461,91,4502,76,36,55,511,9.53
71237,395,14094,93,43365,13623,14413,1200,17285,13,1100,282894,122,5791,136,37,104,235,9.78
51549,648,8984,25,12730,23601,2352,558,17508,10,615,349270,231,2110,28,18,36,269,6.03
67321,422,958,105,39098,20438,9588,1286,2596,13,1667,286166,23,4730,119,25,80,212,14.34
36995,194,109564,275,19025,7978,4643,620,3783,10,506,248818,183,3201,69,24,54,229,18.25
54037,391,4646,103,29586,17433,5488,991,6232,17,973,331975,79,4820,98,42,60,603,8.56
44986,382,45262,35,18395,18230,6091,472,6825,10,777,302527,113,2188,44,26,58,181,12.68
62293,576,3295,86,31964,19924,6091,1317,6232,27,1030,322206,89,5725,89,32,116,454,8.31
36254,296,3073,77,17556,13839,2714,651,6157,15,445,377504,63,4520,57,33,41,598,5.32
45939,322,4131,74,19304,13067,3317,232,6603,15,698,359554,66,4538,64,35,49,433,6.84
61552,364,32612,93,38399,15706,5186,1688,2671,19,1658,266066,71,4484,109,96,121,308,16.37
64039,520,3238,83,43924,24099,9829,1286,4674,21,1270,304910,102,7584,110,28,153,264,8.74
43134,426,7933,70,19654,16719,4282,511,5193,14,781,345017,93,4035,63,34,41,567,9.49
59647,477,4889,89,29656,19201,6633,713,7270,17,672,323748,91,4886,83,35,74,448,8.75
51814,281,139152,50,24130,17350,24423,318,1039,10,1397,145561,370,2194,72,20,65,93,28.59
57212,398,4924,57,24130,15416,4885,426,10460,14,646,348756,98,4952,78,38,51,392,5.04
40752,417,5167,67,15737,18305,3196,534,6157,13,620,372081,85,4029,44,35,38,577,5.01
61869,822,9641,27,18675,31272,3377,418,15727,13,755,336182,183,2752,44,28,59,299,4.98
60176,253,22392,83,34132,10144,12905,635,19066,13,1226,313792,211,5336,100,33,50,272,6.08
42552,414,23264,38,16507,20405,7779,287,5416,10,655,334312,93,2674,42,28,36,262,9.42
25616,341,3323,32,8673,13863,1749,496,4303,9,807,402231,58,2230,33,17,80,312,4.05
143850,544,600,136,60641,18952,2231,379,5490,24,991,228718,170,7392,185,43,86,186,9.89
2435,48,364,7,839,1361,121,77,148,3,170,451079,10,432,5,7,11,107,2.49
60546,151,99558,111,37769,7596,3317,596,1187,15,781,212498,74,3525,131,47,62,213,20.59
7727,112,1136,25,3497,4001,482,132,1187,4,829,434625,22,953,22,9,44,314,3.71
59117,619,12857,23,27558,23933,3799,860,17211,14,3705,304770,222,4005,64,31,82,412,10.08
60017,540,7654,31,22032,23402,5669,534,15208,15,672,331835,100,2806,52,30,56,241,6.71
27944,307,22141,17,8673,15607,6573,279,5119,7,423,375774,79,1337,25,17,24,192,5.73
76530,722,9277,62,30285,26067,11216,449,22033,14,1021,307201,183,3297,71,29,80,181,5.1
39906,362,6554,39,16647,15408,3015,410,8160,12,642,365631,102,2578,45,20,49,298,6.63
72613,405,24171,103,52527,16113,10975,1162,16618,11,559,287849,158,6906,184,44,83,261,6.05
26780,241,99629,24,11121,13706,5488,178,964,8,345,283829,117,1733,29,20,26,194,15.29
65627,245,18182,300,62389,6766,20684,1309,5267,8,3046,192725,109,6559,180,19,136,117,27.68
73407,462,20383,59,34902,19857,9407,860,8828,15,986,288971,135,4155,96,38,109,201,9.84
108708,727,2687,151,70713,14378,3980,1727,2300,34,895,233533,193,6253,243,39,82,447,14.42
40488,407,1415,14,7134,40586,1809,116,1187,7,506,388489,109,2026,14,32,16,281,1.96
41335,210,149730,44,21193,14893,9287,395,1261,11,912,193566,90,2926,59,27,55,247,22.18
37153,293,175030,38,20074,11929,18574,1588,964,9,1527,123451,80,1840,49,16,139,84,33.22
73248,385,4939,7,12660,35920,2533,349,20549,11,646,340062,75,1828,20,23,44,153,2.77
60546,455,13043,90,31335,14835,10252,410,22182,8,711,316783,136,3309,82,13,35,170,6.98
73725,432,9934,91,37629,15200,9046,441,8828,15,441,286493,127,4316,106,35,80,221,12.3
68750,652,6332,48,20423,29263,4704,573,14466,13,1362,317625,101,2998,49,28,68,205,7.89
46204,179,2308,62,20773,8061,2050,294,1113,17,1039,364135,47,5162,90,26,47,437,7.24
46415,807,11064,34,87499,14760,4282,13003,15579,6,1580,271302,209,1846,40,16,46,155,11.92
61552,344,6561,328,36580,13847,9106,1897,3783,14,799,289064,60,4592,114,39,101,201,15.16
60282,365,2251,105,38679,16794,4282,844,3190,16,938,323328,80,4622,126,25,90,221,9.05
52184,374,3495,86,28397,14420,5789,1131,4970,13,899,329217,110,3657,95,28,80,241,10.58
34031,356,2623,38,13569,16686,2895,542,5416,10,602,389096,63,2638,39,17,42,306,3.95
29744,260,4753,52,17346,9870,3377,891,2300,8,925,381804,95,2548,58,23,50,281,6.5
36148,284,181534,40,19304,16138,48484,325,742,8,480,107698,263,1828,58,17,35,77,31.06
23287,403,1772,11,7274,16063,784,658,3264,8,960,387086,47,1691,22,12,40,238,8.29
42181,185,135793,114,22312,11581,31539,511,5341,10,436,177019,161,2638,71,23,64,136,23.3
46627,253,4410,94,20214,13697,5005,883,9793,15,943,359975,67,3657,71,34,55,422,5.74
17095,242,1558,11,3078,10875,422,124,3561,3,423,420929,41,737,6,9,14,133,3.89
59594,282,4224,66,23781,22514,3739,596,7196,14,1497,320009,76,3855,66,27,74,341,10.7
58959,295,6003,93,29516,17209,7116,929,7344,13,1287,329264,89,3303,93,32,83,182,7.94
49908,556,17217,44,46233,14528,6513,1580,14986,10,1942,211890,212,2836,58,28,45,170,29.94
70920,525,13765,74,37909,33032,12061,829,4822,17,711,284857,90,4778,93,33,82,254,10.27
53560,347,6425,85,25459,17209,5849,728,6380,13,825,338473,86,3939,85,30,65,368,7.77
60440,391,929,53,28887,20862,4101,813,3042,15,1370,315942,42,3693,75,25,91,232,11.83
40382,563,4588,11,5595,21252,1508,178,10979,7,594,359040,90,1385,19,14,28,185,9.23
41282,926,1751,37,8323,35489,1809,1572,3561,8,724,383580,99,1673,49,23,35,301,2.71
20641,245,2444,34,10631,9414,965,434,3413,8,624,416254,52,1858,32,17,39,326,2.77
16301,229,1093,25,4406,8708,724,209,2448,8,436,426351,35,1799,15,14,17,382,2.86
57900,408,14458,86,29446,15399,8141,751,4080,15,716,298974,96,4352,87,35,63,333,13.73
20059,163,586,18,5735,11647,543,139,1039,9,358,417517,20,2770,18,23,18,294,3.65
65362,365,49665,99,32524,16918,15619,813,5712,12,1047,240030,159,3513,98,28,96,143,17.91
71925,675,10506,40,28187,22846,7538,434,17805,18,1414,302527,172,4610,78,32,67,324,8.34
85421,536,1608,94,42735,21650,5488,651,742,13,995,278313,25,5078,131,35,77,246,12.88
71184,413,4596,72,35042,20604,4161,178,1187,16,266,312763,64,4868,101,30,72,275,9.42
58959,272,12950,90,33713,16661,8804,713,4896,15,956,288597,101,3729,103,29,93,256,15.04
42658,538,1222,24,18955,12394,1869,1549,2374,13,476,373110,51,4460,69,26,63,312,5.78
12120,166,922,15,4756,6757,482,124,2003,5,506,433082,28,1007,9,9,15,201,2.67
67480,591,9348,55,30705,28889,10674,565,12018,13,576,302012,118,3669,82,28,61,207,8.98
53666,439,3817,89,25180,19151,5126,813,6899,16,703,346886,85,4280,89,35,62,423,6.12
92884,440,3459,58,40987,18454,7357,1665,6603,36,1671,240170,102,4652,110,31,116,284,18.68
68591,427,28381,196,42316,11423,22554,674,24852,10,724,288597,238,5030,130,21,56,238,5.37
35460,159,202975,42,20633,10294,24845,379,445,8,367,114055,145,2038,53,31,36,105,31.35
48532,611,2537,52,14548,26415,3859,666,7344,9,681,363714,98,2662,40,20,49,285,4.83
72666,485,8991,25,18535,33115,5669,465,9941,13,838,303555,90,2698,34,36,54,278,10.16
32866,375,4974,27,10911,13473,1749,271,7122,9,694,388676,89,2320,34,18,47,303,4.72
67003,545,8898,52,20214,22580,4583,860,15876,14,498,335387,162,3981,71,35,48,355,4.63
77112,707,16474,96,43225,15075,14292,581,16247,10,882,295141,283,4101,104,24,72,216,6.1
35672,412,5610,51,13009,17010,2714,511,5490,13,772,378252,87,3621,40,31,30,683,5.35
32655,395,7805,35,31684,13540,3075,751,5416,10,851,352823,103,2098,35,20,31,268,8.96
86056,820,1558,104,43715,32193,5789,867,5045,19,672,300143,50,5569,123,32,134,234,6.06
65098,691,12715,35,27138,23501,7297,697,18324,15,642,315194,234,3657,75,26,57,267,6.91
59382,397,2616,54,35391,26540,5126,558,1187,14,511,336696,41,4556,68,36,32,315,5.87
12173,171,1215,12,3287,6542,422,132,2226,4,349,432288,30,857,13,9,16,155,3.11
64251,554,12772,44,24760,20206,6030,527,19733,12,1253,317718,194,3471,64,24,55,342,7.24
94736,942,3502,103,50989,26648,13206,929,7419,15,602,277659,62,5186,146,39,97,197,6.97
62769,412,33334,84,31265,16196,11820,666,7715,16,1143,273779,125,4838,86,38,77,317,13.89
51761,387,8848,57,28467,19442,8020,527,11425,13,646,342773,101,4059,72,27,48,309,5.22
68168,596,9970,46,28677,21302,6211,565,19288,18,925,313511,160,4784,75,31,67,360,6.99
18788,249,2637,16,5945,10576,1085,217,3783,7,445,423360,44,1511,19,13,20,251,2.19
57741,365,7497,83,27767,15681,6272,457,3858,15,720,301311,173,4197,87,32,80,318,14.86
60388,545,9313,38,26299,23709,6513,573,13873,15,672,308510,131,3573,63,28,56,263,10.6
35777,313,4124,76,15597,13780,2593,480,6973,13,724,381991,70,4035,46,33,49,641,4.53
95053,1359,47856,75,45043,33986,19780,1169,9422,42,2811,208992,582,4598,164,36,104,292,13.37
68591,369,2909,238,36720,17881,8563,984,8235,15,537,318279,70,4622,102,36,91,270,7.28
61076,458,24664,85,36301,12095,14714,565,26707,9,1283,281118,279,3807,91,20,43,245,10.96
91931,523,379,99,42735,25070,3980,209,2745,21,450,301825,67,6385,146,40,100,443,6.29
34401,510,228561,47,20074,6915,6573,1030,1632,13,786,108259,956,2194,71,18,72,100,31.12
75418,495,8834,73,28607,17632,8382,875,12760,12,1043,306640,129,3651,76,35,84,257,8.29
62822,518,8276,23,19304,22680,4462,426,17359,10,768,340716,166,2242,48,22,46,167,4.62
68644,305,4996,88,51548,14503,6633,1828,12834,52,2025,272797,85,6523,108,45,178,333,13.86
92513,1325,5646,107,55185,31795,13026,1030,7196,15,1091,269292,94,5348,253,39,115,182,7.5
56630,594,10835,102,35601,13365,11397,457,7641,12,681,261065,155,4928,103,24,55,264,20.88
84468,938,21348,146,47002,25950,21830,953,17656,12,1414,240030,374,4173,128,24,105,120,12.28
11749,125,1765,20,16996,3877,603,147,1113,6,724,417376,28,1073,24,9,18,182,4.6
76636,511,8862,102,40847,17060,11397,643,14318,17,1353,283735,183,5899,115,32,98,263,10.12
77959,256,15280,252,74909,7040,25870,875,17359,17,694,235122,203,7212,222,25,90,155,12.81
73778,585,19733,245,44274,19674,22312,1270,16469,12,1135,287522,282,5324,151,33,85,190,5.37
61711,415,3967,85,23641,17317,5910,1123,9867,17,703,331087,101,4508,81,28,67,326,7.83
79599,598,2930,66,154715,15026,16644,17425,1261,13,899,181507,19,7050,173,40,1413,191,14.63
6563,102,436,10,1609,4101,241,70,964,3,148,448274,15,498,5,8,11,130,1.69
45939,451,6011,39,15597,22215,3799,271,5119,13,493,350533,92,3543,50,28,32,455,8.22
59382,444,10721,87,30216,17259,7839,720,4451,15,685,291542,96,4574,91,36,65,372,15.26
49326,449,8283,69,21892,19608,4704,682,6306,21,663,339034,115,4227,63,35,66,532,8.57
36518,241,4696,49,17136,11971,3437,519,5935,10,423,383160,74,2488,43,22,33,160,4.43
60917,502,13751,70,27837,20305,8804,589,15579,15,886,311782,143,4245,64,35,69,321,8.59
35883,163,176746,45,18395,10128,4462,349,964,9,764,175056,162,2614,57,26,49,248,25.27
30697,356,3745,52,9792,14627,1508,426,5638,11,825,390826,69,3411,53,23,37,601,4.84
66686,644,15044,71,43715,22206,10010,480,19511,15,1405,265085,210,4095,94,29,76,237,13.96
82510,581,1751,62,35671,31604,11820,682,11870,19,580,294861,24,3957,92,40,101,219,7.44
84204,579,13165,86,40707,20712,15136,767,15356,15,1362,274013,183,4418,119,38,115,216,9.21
69173,773,1208,54,29376,31944,5970,999,7715,20,576,319401,117,5222,80,23,84,363,6.91
24240,228,9777,22,9512,9281,3618,318,6603,6,349,404101,79,1499,20,13,22,96,3.04
54513,309,13486,589,30635,13498,16945,922,12389,10,572,321878,83,3615,89,25,67,231,7.21
90449,685,4889,93,54766,19077,5005,5592,4748,19,1990,256624,92,5611,119,35,113,177,13.21
25351,125,143583,39,15108,7098,4885,194,445,7,563,218014,291,1996,40,18,41,184,23.61
50596,303,6246,58,26858,14860,7357,751,6454,15,890,347728,61,4772,82,28,66,232,6.08
42128,216,149658,53,22941,12585,47580,589,3264,9,764,128826,196,2272,70,24,86,95,29.38
57371,291,70527,97,28607,14345,8382,844,6899,12,698,255035,168,3016,87,28,72,135,15.44
78382,384,3438,78,43365,16072,6875,534,6380,15,1497,269619,74,5521,129,28,133,204,15.28
62875,330,11607,91,35461,17508,5970,604,3190,18,851,300610,84,4209,111,28,97,270,12.3
42711,287,3095,64,20563,13291,4282,891,3709,12,463,355207,56,3219,67,21,62,211,8.8
47527,468,7690,72,20703,20488,4221,674,6899,17,742,351561,119,4700,65,38,58,559,6.36
70973,547,11943,12,22522,23618,4282,527,20030,12,620,308697,126,2110,51,22,53,156,8.63
70285,664,24114,87,37979,17151,14774,604,24852,12,1266,275789,285,5084,115,21,53,226,9.47
56736,602,2087,17,8183,36344,1206,163,4600,13,1143,353197,56,2062,20,16,37,181,6.19
43028,173,82691,251,30985,10153,13448,1611,5490,8,1170,231476,118,2596,84,25,92,81,20.78
27733,104,252718,31,15108,11929,5669,318,519,6,402,98676,253,1403,44,17,34,96,32.91
70867,591,5953,77,33713,26365,8262,1386,14837,48,1479,293598,117,4886,126,35,137,332,9.91
54248,478,4102,113,37839,18487,3799,2354,3783,19,1069,332302,70,5012,114,50,88,589,7.57
86109,726,14494,105,38259,22323,12724,1022,14837,17,567,277145,233,4502,114,34,104,210,8.68
59488,850,15380,10,14478,24788,2231,573,19511,11,1126,334780,240,2434,36,28,39,575,5.84
55518,516,13258,90,28677,14694,7960,387,19882,7,624,333050,203,3699,87,13,30,155,5.44
16248,200,2151,17,5665,8443,844,294,3338,5,646,425323,41,983,21,9,24,157,2.73
33184,180,78832,68,20983,10867,3196,248,519,11,729,282427,126,3573,72,27,52,365,16.09
69544,331,5367,98,31544,10999,4885,441,3783,22,646,305705,71,5360,118,35,79,219,12.15
85950,723,9734,110,55185,25029,14111,736,12315,22,1226,238534,146,5887,122,35,137,184,14.74
59223,530,12579,38,22312,18894,4704,666,19437,16,973,319915,178,4550,64,26,51,338,8.36
15084,202,1887,19,4896,7563,784,217,2003,8,305,428875,30,1319,17,11,26,221,2.66
41652,345,3130,69,17975,13191,2714,294,5193,13,925,361845,107,4095,56,31,39,424,7.8
46627,437,5696,62,19934,19243,3558,674,6603,24,650,353664,107,4131,56,35,58,574,6.85
41970,284,429,42,23641,12411,2050,1208,1558,13,681,372081,35,4221,57,32,42,464,5.72
76318,241,90553,92,45533,7588,8503,542,1706,17,659,187209,364,4334,134,24,96,135,22.36
32919,214,126145,70,20773,9289,3136,891,3338,12,1148,225773,244,2980,64,39,73,347,21.44
75207,226,4009,135,40917,8974,3377,620,3561,19,659,307762,59,4922,165,36,85,351,10.08
44986,226,92554,46,23711,13291,3859,271,4006,11,751,256297,324,2794,63,25,59,225,16.47
32549,182,170170,54,20563,5678,2895,2300,1484,8,1938,161033,208,2530,63,49,120,229,29.64
48638,394,8584,99,24760,15109,5608,620,5786,10,720,345250,82,3825,77,26,65,346,7.49
82457,504,4696,101,43575,20438,10191,875,7864,19,655,293318,101,6223,118,35,96,315,7.95
78647,523,3102,106,39728,18487,7538,1200,7196,24,812,298273,90,6978,124,39,94,414,8.87
52237,315,2244,27,10841,18462,2292,271,11276,9,607,365117,81,1882,47,22,35,201,5.37
56365,560,7776,68,25599,22597,6573,852,14392,10,930,337725,153,3477,71,27,48,339,5.42
59117,411,4017,83,31754,14702,5005,898,4229,13,707,325571,82,4239,81,27,88,310,9.64
62875,467,2637,73,27837,19442,4945,581,5119,13,999,330994,51,4400,89,31,67,357,7.81
42446,410,8062,75,20284,16910,4402,496,5267,14,768,351654,106,4328,65,32,40,621,8.01
51443,412,14659,40,27208,14229,17428,511,12092,12,1445,290887,129,4029,75,20,56,190,14.56
25139,161,2080,49,20004,6774,1689,1154,1113,14,1244,387928,58,3453,75,26,155,249,6.7
90237,708,8984,99,48401,25585,16523,666,14169,17,1091,268497,156,5485,128,26,1328,264,7.85
22440,199,17567,18,7974,9273,3256,294,6083,4,498,399894,91,1343,18,13,34,85,3.6
37736,202,2294,12,9652,22904,1387,108,1187,13,358,391106,31,2572,16,17,28,228,3.6
74519,657,16402,7,8183,24406,1869,325,21811,5,170,331928,277,1223,27,15,21,153,4.74
40117,255,116711,29,15807,21235,14533,271,890,8,397,222548,99,2182,43,27,29,267,20.27
26939,327,3209,29,9652,14976,2111,434,4303,7,537,402792,57,1942,27,18,30,272,3.52
22599,333,2673,29,6994,13025,1206,472,3561,8,506,414618,67,2494,25,17,19,672,2.59
73936,546,13758,79,34902,16429,8865,682,17656,13,829,306780,227,5234,107,28,95,233,6.23
34243,193,141082,70,25879,6483,5910,465,2151,19,1235,209833,317,4658,82,22,65,202,21.68
70973,673,25479,22,22941,21243,6513,581,23220,13,1261,298694,408,2890,55,30,63,247,7.94
72560,353,2466,13,15248,35190,3015,496,20253,17,271,328423,57,1511,30,33,49,179,5.51
66421,560,29596,67,31055,15582,12543,697,20475,10,825,267889,275,4292,94,29,48,281,13.47
30167,195,176817,38,18115,10111,12000,465,1558,8,1946,164352,160,1906,55,20,70,146,27.19
66421,564,12371,79,33923,19550,11156,689,13947,14,921,295608,143,4580,104,26,79,211,10.23
64039,116,20126,88,41057,9588,11397,1053,21217,8,620,317251,164,4868,152,30,43,97,4.16
68326,323,1329,79,42595,14909,5186,1131,7419,12,799,325151,86,4856,99,30,82,221,6.22
40488,284,6254,58,19234,13399,4282,364,2893,10,964,348055,104,3279,61,23,67,283,10.5
54989,494,5360,81,26229,23294,6754,751,6232,18,690,333004,101,4472,69,37,62,492,7.79
61287,348,96342,96,31754,19650,14171,689,6603,13,825,211236,197,3423,102,28,80,164,18.4
